/mnt/wodobrow/loghub_logs/CloudStack/CloudStack.txt
ID=4     : size=155613    : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> SeqA <:*:> <:*:> Seq <:*:> <:CRL:> <:*:> , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR_CONT:> <:CRLEND:>
ID=257   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> DataCenter id <:CMP:> <:STRING:> provided is in avoid set, DeploymentPlanner cannot allocate the VM, returning.
ID=234   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Changing active number of nics for network id<:CMP:><:NUM:> on <:NUM:>
ID=229   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Current Used <:*:> <:NUM:> , Free <:*:> ,Requested <:*:> <:NUM:>
ID=207   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Looking for pools in dc: <:NUM:> pod:<:NUM:> cluster:<:NUM:>
ID=218   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Returning Deployment Destination: Dest<:SQBR_CONT:> : Dest<:SQBR_CONT:>
ID=217   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Found a potential host id: <:NUM:> name: cloudagent and associated storage pools for this VM
ID=216   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Host: <:NUM:> can access pool: <:NUM:>
ID=215   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Checking if host: <:NUM:> can access any suitable storage pool for volume: ROOT
ID=214   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Trying to find a potenial host and associated storage pools from the suitable host<:PATH:> lists for this VM
ID=212   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Checking pool: <:NUM:> for volume allocation <:SQBR:>Vol<:SQBR_CONT:><:SQBREND:>, maxSize : <:NUM:>, totalAllocatedSize : <:NUM:>, askingSize : <:NUM:>, allocated disable threshold: <:NUM:>
ID=211   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Checking pool <:NUM:> for storage, totalSize: <:NUM:>, usedBytes: <:NUM:>, usedPct: <:NUM:>, disable threshold: <:NUM:>
ID=210   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Checking if storage pool is suitable, name: null ,poolId: <:NUM:>
ID=209   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Removing pool Pool<:SQBR_CONT:> from avoid set, must have been inserted when searching for another disk's tag
ID=208   : size=26        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Found pools matching tags: <:SQBR:>Pool<:SQBR_CONT:><:SQBREND:>
ID=47    : size=24        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> <:*:>
ID=141   : size=24        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> VM state transitted from <:*:> to <:*:> with event: <:*:> original host id: <:*:> new host id: <:*:> host id before state transition: <:*:>
ID=252   : size=23        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Seq <:NUM:><:NUM:>: Sending <:CRL:> Cmd , MgmtId: <:NUM:>, via: <:*:> Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR_CONT:> <:CRLEND:>
ID=286   : size=23        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> getting api commands of service: <:*:>
ID=344   : size=23        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> Seq <:NUM:><:NUM:>: No more commands found
ID=280   : size=23        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Discovered plugin <:*:>
ID=247   : size=22        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Could not find suitable Deployment Destination for this VM under any clusters, returning.
ID=246   : size=22        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> No suitable storagePools found under this Cluster: <:NUM:>
ID=245   : size=22        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> No suitable pools found
ID=244   : size=22        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> No suitable pools found for volume: Vol<:SQBR_CONT:> under cluster: <:NUM:>
ID=242   : size=22        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Starting router VM<:SQBR_CONT:>
ID=248   : size=22        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> No clusters found after removing disabled clusters and clusters in avoid list, returning.
ID=250   : size=22        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> com.cloud.exception.InsufficientServerCapacityException: Unable to create a deployment for VM<:SQBR_CONT:>Scope<:CMP:>interface com.cloud.dc.DataCenter; id<:CMP:><:NUM:>
ID=298   : size=22        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Revoving nic secondary ip entry ...
ID=296   : size=22        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Cleaning <:*:> for vm: <:NUM:>
ID=49    : size=21        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>Agent-Selector:<:PRNTEND:> Unable to connect to remote: is there a server running on port <:NUM:>
ID=315   : size=21        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> <:*:> update: <:SQBR_CONT:>
ID=110   : size=21        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Registering listener <:*:> with id <:NUM:>
ID=92    : size=20        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Looking for <:*:> in <:PATH:>
ID=536   : size=20        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> Seq <:NUM:><:NUM:>: Processing: <:CRL:> Ans: , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR:><:CRL:>"com.cloud.agent.api.Answer":<:CRL:>"result":false,"details":"com.cloud.utils.exception.CloudRuntimeException: GetRootDir for <:PATH:> failed due to com.cloud.utils.exception.CloudRuntimeException: Unable to mount <:IP:>:<:PATH:> at <:PATH:> due to mount.nfs: mounting <:IP:>:<:PATH:> failed, reason given by server: No such file or directory\n\tat org.apache.cloudstack.storage.resource.NfsSecondaryStorageResource.getRootDir<:PRNTBEG:>NfsSecondaryStorageResource.java:<:NUM:><:PRNTEND:>\n\tat org.apache.cloudstack.storage.resource.NfsSecondaryStorageResource.execute<:PRNTBEG:>NfsSecondaryStorageR...
ID=381   : size=19        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> template <:NUM:> is <:*:> in store:<:NUM:>, <:VAR:>Image
ID=253   : size=18        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Seq <:NUM:><:NUM:>: Received: <:CRL:> Ans: , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:CRL:> <:*:> <:CRLEND:> <:CRLEND:>
ID=377   : size=18        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Starting network Ntwk<:SQBR_CONT:>...
ID=136   : size=17        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Successfully updated aggregate network stats
ID=243   : size=17        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Successfully updated aggregate vm disk stats
ID=306   : size=17        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Storage pool garbage collector found <:NUM:> templates to clean up in storage pool: primary
ID=271   : size=17        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Add provider <-> element map entry. <:*:>
ID=133   : size=16        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Deleting events older than: <:*:> <:*:> <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> CST <:NUM:>
ID=316   : size=16        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Transition:<:SQBR_CONT:>
ID=135   : size=16        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> HA Cleanup Thread Running
ID=134   : size=16        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Found <:NUM:> events to be purged
ID=149   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Cleaning up hypervisor data structures <:PRNTBEG:>ex. SRs in XenServer<:PRNTEND:> for managed storage
ID=140   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Stopped called on VM<:SQBR_CONT:> but the state is <:*:>
ID=255   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Successfully released <:*:> resources for the vm VM<:SQBR_CONT:>
ID=142   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Destroying vm VM<:SQBR_CONT:>
ID=143   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Cleaning up NICS
ID=145   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Deallocate network: networkId: <:NUM:>, ip: <:IP:>
ID=146   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> remove nic <:NUM:> secondary ip
ID=148   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Revoving nic secondary ip entry ...
ID=496   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> ZoneWideStoragePoolAllocator to find storage pool
ID=159   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Successfully cleaned up vm VM<:SQBR_CONT:> resources as a part of expunge process
ID=151   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Starting cleaning up vm VM<:SQBR_CONT:> resources...
ID=153   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Security group mappings are removed successfully for vm id<:CMP:><:NUM:>
ID=152   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Disassociated <:NUM:> network groups from uservm <:NUM:>
ID=154   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> No firewall rules are found for vm id<:CMP:><:NUM:>
ID=155   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Firewall rules are removed successfully as a part of vm id<:CMP:><:NUM:> expunge
ID=147   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Removed nic id<:CMP:><:NUM:>
ID=150   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Expunged VM<:SQBR_CONT:>
ID=158   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Removed vm id<:CMP:><:NUM:> from all load balancers as a part of expunge process
ID=156   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> No port forwarding rules are found for vm id<:CMP:><:NUM:>
ID=157   : size=15        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Port forwarding rules are removed successfully as a part of vm id<:CMP:><:NUM:> expunge
ID=259   : size=14        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> release cpu from host: <:NUM:>, old used: <:NUM:>,reserved: <:NUM:>, actual total: <:NUM:>, total with overprovisioning: <:NUM:>; new used: <:NUM:>,reserved:<:NUM:>; movedfromreserved: <:*:>
ID=260   : size=14        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> release mem from host: <:NUM:>, old used: <:NUM:>,reserved: <:NUM:>, total: <:NUM:>; new used: <:NUM:>,reserved:<:NUM:>; movedfromreserved: <:*:>
ID=251   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Cleaning up resources for the vm VM<:SQBR_CONT:> in Starting state
ID=256   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Successfully cleanued up resources for the vm VM<:SQBR_CONT:> in Starting state
ID=179   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Successfully allocated DB entry for VM<:SQBR_CONT:>
ID=222   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> advanceStart: DeploymentPlan is provided, using dcId:<:NUM:>, podId: <:NUM:>, clusterId: <:NUM:>, hostId: <:NUM:>, poolId: null
ID=223   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> DeploymentPlan has host_id specified, choosing this host and making no checks on this host: <:NUM:>
ID=224   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Looking for suitable pools for this host under zone: <:NUM:>, pod: <:NUM:>, cluster: <:NUM:>
ID=225   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Deployment found - P<:NUM:<:CMP:>VM<:SQBR_CONT:>, P<:NUM:<:CMP:>Dest<:SQBR_CONT:> : Dest<:SQBR_CONT:>
ID=272   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> ... <:NUM:> more
ID=249   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> <:*:> Insufficient capacity
ID=228   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> We are allocating VM, increasing the used capacity of this host:<:NUM:>
ID=230   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> CPU STATS after allocation: for host: <:NUM:>, old used: <:NUM:>, old reserved: <:NUM:>, actual total: <:NUM:>, total with overprovisioning: <:NUM:>; new used:<:NUM:>, reserved:<:NUM:>; requested cpu:<:NUM:>,alloc_from_last:false
ID=231   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> RAM STATS after allocation: for host: <:NUM:>, old used: <:NUM:>, old reserved: <:NUM:>, total: <:NUM:>; new used: <:NUM:>, reserved: <:NUM:>; requested mem: <:NUM:>,alloc_from_last:false
ID=232   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> VM is being created in podId: <:NUM:>
ID=235   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Asking VirtualRouter to prepare for Nic<:SQBR_CONT:>
ID=237   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Adding nic for Virtual Router in Guest network Ntwk<:SQBR_CONT:>
ID=238   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Adding nic for Virtual Router in Control network
ID=239   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Found existing network configuration for offering <:SQBR:>Network Offering <:SQBR_CONT:>: Ntwk<:SQBR_CONT:>
ID=240   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Releasing lock for Acct<:SQBR_CONT:>
ID=241   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Allocating the VR i<:CMP:><:NUM:> in datacenter com.cloud.dc.DataCenterVO$$EnhancerByCGLIB$$<:NUM:>df<:NUM:>c<:NUM:>b<:NUM:>@<:NUM:>with the hypervisor type KVM
ID=269   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> Caused by: com.cloud.exception.InsufficientServerCapacityException: Unable to create a deployment for VM<:SQBR_CONT:>Scope<:CMP:>interface com.cloud.dc.DataCenter; id<:CMP:><:NUM:>
ID=273   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Complete async job<:NUM:>, jobStatus: FAILED, resultCode: <:NUM:>, result: org.apache.cloudstack.api.response.ExceptionResponse<:PATH:><:CRL:>"uuidList":<:SQBR:><:SQBREND:>,"errorcode":<:NUM:>,"errortext":"Unable to start a VM due to insufficient capacity"<:CRLEND:>
ID=261   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Destroying vm VM<:SQBR_CONT:> as it failed to create on Host with <:VAR:>null
ID=175   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Allocating in the DB for vm
ID=264   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> com.cloud.utils.exception.CloudRuntimeException: Unable to start a VM due to insufficient capacity
ID=263   : size=13        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:*:> <:*:> alertType:: <:NUM:> <:PATH:> dataCenterId:: <:NUM:> <:PATH:> podId:: <:NUM:> <:PATH:> clusterId:: null <:PATH:> message:: Failed to deploy Vm with Id: <:NUM:>, on Host with Id: null
ID=338   : size=12        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> VM <:*:> cs state <:CMP:> Running and realState <:CMP:> Running
ID=360   : size=11        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Template Sync did not find <:*:> on image store <:NUM:>, may request download based on available hypervisor types
ID=297   : size=11        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Deallocate network: networkId: <:NUM:>, ip: null
ID=294   : size=11        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> VM is already stopped: VM<:SQBR_CONT:>
ID=301   : size=11        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> <:*:> Expunge volume with no data store specified
ID=302   : size=11        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> <:*:> Volume <:NUM:> is not referred anywhere, remove it from volumes table
ID=303   : size=11        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Expunged VM<:SQBR_CONT:>
ID=304   : size=11        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Complete async job<:NUM:>, jobStatus: SUCCEEDED, resultCode: <:NUM:>, result: <:*:> Offering For Software <:*:>
ID=299   : size=11        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Cleaning up hypervisor data structures <:PRNTBEG:>ex. SRs in XenServer<:PRNTEND:> for managed storage
ID=293   : size=11        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Attempting to destroy router <:NUM:>
ID=357   : size=11        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Performing image store createTemplate async callback
ID=481   : size=10        : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:CMP:><:CMP:><:CMP:>START<:CMP:><:CMP:><:CMP:> <:IP:> -- <:*:> <:*:>
ID=380   : size=9         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Complete async job<:NUM:>, jobStatus: FAILED, resultCode: <:NUM:>, result: org.apache.cloudstack.api.response.ExceptionResponse<:PATH:><:CRL:>"uuidList":<:SQBR:><:SQBREND:>,"errorcode":<:NUM:>,"errortext":"Unable to create a deployment for VM<:SQBR_CONT:>"<:CRLEND:>
ID=318   : size=9         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Received a host startup notification
ID=370   : size=9         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Complete async job<:NUM:>, jobStatus: SUCCEEDED, resultCode: <:NUM:>, result: <:*:>
ID=103   : size=9         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> <:*:> <:*:> is <:*:>
ID=323   : size=9         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Proccess agent <:*:> <:*:> agent id <:CMP:> <:NUM:>
ID=139   : size=9         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:*:> Job is executed without a context, setup psudo job for the executing thread
ID=324   : size=9         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Set agent id <:NUM:>
ID=138   : size=9         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Found <:NUM:> vms to expunge.
ID=513   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx-a<:NUM:>affd<:NUM:>d<:PRNTEND:> <:*:> name <:*:>
ID=321   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> <:*:> <:*:> <:CRLEND:>
ID=508   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>dd<:NUM:><:PRNTEND:> <:*:> name <:*:>
ID=510   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>aec<:NUM:><:PRNTEND:> <:*:> name <:*:>
ID=558   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>dd<:NUM:>b<:PRNTEND:> <:*:> name <:*:>
ID=549   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>d<:NUM:><:PRNTEND:> <:*:> name <:*:>
ID=551   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx-ad<:NUM:>d<:NUM:><:PRNTEND:> <:*:> name <:*:>
ID=493   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:><:PRNTEND:> <:*:> name <:*:>
ID=390   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx-c<:NUM:>c<:NUM:><:PRNTEND:> <:*:> name <:*:>
ID=555   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx-d<:NUM:>f<:NUM:><:PRNTEND:> <:*:> name <:*:>
ID=491   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>fab<:PRNTEND:> <:*:> name <:*:>
